City,Business Name,Review Text,TrueTimestamp,sentiment
agadir,Crédit Agricole,"Un seul guichet ou ouvert pour 6 personnes à attendre... Après 15 minutes je suis parti ! Une seule personne a été servie, il y en avait encore 3 devant moi.",2023-03-14 21:22:17.362486,0
agadir,Crédit Agricole,40min d'attende sans aucun explication,2024-05-17 21:22:17.362486,0
agadir,Crédit Agricole,"Transféré de compte retardé,?????
Si non j""opte pour changement de banque",2023-03-14 21:22:17.362486,0
agadir,Crédit Agricole,Crédit Du Maroc BV Hassan2 Agadir,2018-03-15 21:22:17.362486,1
agadir,Crédit Agricole,Prêt agricole,2021-03-14 21:22:17.362486,1
agadir,BMCE Bank,"Une banque dans un endroit magnifique, proche du centre... son état intérieur est misérable, il y a peu d'employés et attendre est un devoir national.",2019-03-15 21:22:17.362486,1
agadir,BMCE Bank,La transaction ATM s'est déroulée rapidement et sans problèmes,2023-03-14 21:22:17.362486,1
agadir,Bank of Africa,Mauvaise agence ! Caissier qui est disparu des heures pour manger en laissant une dizaine de clients l’attendre,2024-08-15 21:22:17.362486,0
agadir,Bank of Africa,"Mauvais service, le guichet est toujours en panne, la pire agence à Agadir c'est ça !",2025-03-13 21:22:17.362486,0
agadir,Bank of Africa,Dommage pas de moin étoile. Mauvais service 👎👎👎👎 …,2025-03-13 21:22:17.362486,0
agadir,Bank of Africa,Mouvais services ...  la plupart du temps Guichet hors service 😞 …,2025-03-13 21:22:17.362486,0
agadir,Bank of Africa,Ni réseau ni service,2024-06-16 21:22:17.362486,0
agadir,Bank of Africa,Ils sont indisponible avec mauvais service.,2021-03-14 21:22:17.362486,0
agadir,Bank of Africa,Aucune,2025-03-13 21:22:17.362486,1
agadir,Bank of Africa,"Ils ne méritent rien de moins qu’une star d’agence inutile
Ils ne se soucient pas des clients
Cela te prend plus d'une heure pour la moindre chose",2023-03-14 21:22:17.362486,0
agadir,Bank of Africa,"Très mauvaise banque
n'y va pas !!!!
ce sont de mauvaises personnes !
ils posent juste un problème !
Ne va jamais à la banque",2019-03-15 21:22:17.362486,0
agadir,Bank of Africa,Mauvais service et mauvais personnel. Aucune comparaison avec d'autres banques au Maroc,2019-03-15 21:22:17.362486,0
agadir,Bank of Africa,Vraiment mauvais service,2025-03-13 21:22:17.362486,0
agadir,Bank of Africa,aucun commentaire,2025-03-13 21:22:17.362486,0
agadir,Other,"Agence ou tout le personnel et irresponsable,  le commercial et très très très lent , pas du tout réactif,  le caissier et comme un patron il gueule trop.
Bref une Agence ----------1000%.",2024-10-14 21:22:17.362486,0
agadir,Other,"Je tiens à partager mon expérience avec cet établissement , j'ai dû attendre 3h pour un service très simple. La conseillère a disparu en pause déjeuner pendant 2 heures. L'agent de sécurité très irrespectueux envers les clients, il ferme la porte quand il veut et ne respecte pas les horaires de l'agence. L'agent de la caisse est très irrespectueux et non professionnel et répond en hurlant.
Je suis choqué par le niveau d'incompétence, de désagrément et d'impolitesse que j'ai rencontré dans cette institution.
Si je pouvais, je donnerais même pas une étoile.",2025-03-13 21:22:17.362486,0
agadir,Other,"Je tiens à partager mon expérience récente avec cette agence CIH, et malheureusement, ce n'est pas une expérience positive du tout. Mon mari et moi avons été choqués par le niveau d'incompétence, de désagrément et d'impolitesse que nous avons rencontré dans cette institution.

Les membres du personnel avec lesquels nous avons interagi étaient incroyablement désagréables.

Ce qui nous a particulièrement choqués, c'est le comportement raciste d'un conseiller sénior, qui est censé être un modèle d'intégrité et de professionnalisme. C'est totalement inacceptable en 2023. Nous avons été profondément choqués par cette expérience !!

CIH Banque, vous avez du travail à faire pour améliorer votre service à la clientèle et éliminer tout comportement discriminatoire au sein de votre équipe.",2025-03-13 21:22:17.362486,0
agadir,Other,"Guichet versement automatique toujours en panne .
Agent Sécurité non respectueux.",2025-03-13 21:22:17.362486,0
agadir,Other,"- Les clients ne sont pas du tout respectés et l'heure de fermeture n'est pas respectée
- Je suis arrivé à 3h00 et la sécurité nous a dit d'attendre dehors sans ticket, j'ai attendu avec 8 autres personnes jusqu'à ce qu'ils ferment la banque à 3h45 et quand on s'est plaint de ce mauvais trait le gérant nous a parlé de façon irrespectueuse nous a insulté et nous a claqué la porte au nez
- Je suis client de cette banque depuis 10 ans, et depuis l'arrivée du nouveau directeur de banque, il a causé toute cette corruption, et la relation avec les clients est devenue très mauvaise. Cela s'est produit plusieurs fois.
----
- Customers are not respected at all and closing time is not respected
- I came at 3:00 and security told us to wait outside without a ticket, I waited with 8 other people until they closed the bank at 3:45 and when we complain about this bad trait the manager spoke to us disrespectfully insulted us and slammed the door in our faces
- I have been a customer of this bank for 10 years, and since the new bank manager came, he caused all this corruption, and the relationship with customers has become very bad. This happened many times.",2025-03-13 21:22:17.362486,0
agadir,Other,"Service pourri, service continue sans l’être en réalité. Tous les agents chargés du service client prennent 2 heures de pause dej et s’en foutent des clients qui restent 2 heures entrain d’attendre pour rien.",2025-03-13 21:22:17.362486,0
agadir,Other,"Bonjour très mauvaise agence, ne respecte pas ces clients et même les salairies c est eu qui décident des horaires de fermeture. On m a interdit l accès à 15h30. On me fermant la porte en nez et en m insultant.",2022-03-14 21:22:17.362486,0
agadir,Other,"Je vous déconseille d'ouvrir un compte dans cette banque, si vous avez un problème, tout le monde s'en fout et chaque employé rejette la responsabilité sur l'autre ou sur le siège mère à Casablanca, cela fait 4 mois et plus que mon problème persiste et personne n'a fait aucun effort à me trouver une solution,le chef d'agence m'a dit que les responsables ne lui répondent pas, alors si lui qui est un employé souffre de l'absence de communication de sa banque, est-ce qu'ils vont me répondre en tant que client ???!!! C'est pire que l'administration publique marocaine !!!!!!",2023-03-14 21:22:17.362486,0
agadir,Other,"Personnel irrespectueux, de l'agent de sécurité au responsable de l agence. Vraiment honteux, le conseiller client qui refuse de nous accueillir pour aller prendre une pause !! Aucun respect envers les clients",2023-03-14 21:22:17.362486,0
agadir,Other,Wahd syad tma boulhya ila refuse de me faire un chagement €€€ Dhs j ai pas de CIN J ai mon passeport il m as dit du n importe qoi j espere que ce message arive aux responsable de la CIH si la police frontiere accepte  nos passeport pourqoi lui je pense il as une maladie mentale qoui sal vieux qon les banques voisins ont accepte a me faire le change c est un probleme de CIH ou ce petit qon moi je....,2022-03-14 21:22:17.362486,0
agadir,Other,"Siyed li f la caisse jit ndowaz versement O 3tito passeport galik la khass cin wana daf3ha l police pour renouvellement,gtlih rah passeport c une identité mabghach,ana libghit n3rf wach cih mam3tarfach b passport marocain. Ola dak ssiyed kaydir ligalih rasso hada kayne f agence Hassan 1er agadir",2022-03-14 21:22:17.362486,0
agadir,Other,"Cette banque a connue de meilleurs jours. Trop lents et personnels non qualifiés et volatiles.
Edit: c'est pas un service client qu'ils ont, c'est un service communication.",2023-03-14 21:22:17.362486,0
agadir,Other,"Des gens irrespectueux, un service nul.",2023-03-14 21:22:17.362486,0
agadir,Other,Agent de sécurité irrespectueux !!!,2024-06-16 21:22:17.362486,0
agadir,Other,Service trop Lang en dirai dès tortues,2022-03-14 21:22:17.362486,0
agadir,Other,Beaucoup d'attente,2025-03-13 21:22:17.362486,1
agadir,Other,bien,2025-03-13 21:22:17.362486,1
agadir,Other,Service nul,2023-03-14 21:22:17.362486,0
agadir,Other,Dakhla,2020-03-14 21:22:17.362486,1
agadir,Other,👎👎👎👎👎👎👎 …,2024-05-17 21:22:17.362486,0
agadir,Other,Ila katmchi liha toujours b3d mrat kanbghi khrje floss katsd9 m9to3a compte mn ou makhrjach flwa9i3e katsd9 katsna f chikaya 21 youm,2024-10-14 21:22:17.362486,0
agadir,Other,"Manque de respect. On parle aux clients comme si s’était des mendiant. Conseiller en pause de 2h. Agence vente mal entretenue. Chef d'agence en congé de 8semaines !!!!

Manque de respect. Ils nous parlent avec le plus grand manque de respect, comme si nous étions des mendiants et des clients non payants. Personnel en 2h de pause déjeuner !!! Quand nous demandons le directeur, ils disent qu'il ne reviendra qu'en février (j'y étais le 22 décembre)",2023-03-14 21:22:17.362486,0
agadir,Other,"Retard.
Il n'y a qu'un seul employé. L'agence est toujours bondée.  Services médiocres.
Longue attente, cela prend des heures rien que pour déposer.
Négligence des employés.",2025-03-13 21:22:17.362486,0
agadir,Other,"Malheureusement, cette agence est bondée de clients à longueur de journée. Vous devez attendre deux heures et demie avant que votre tour n'arrive
Les relations du responsable de la sécurité avec les clients étaient professionnelles et excellentes.",2025-03-13 21:22:17.362486,1
agadir,Other,"Si je pouvais donner 0, je le ferais, si irrespectueux et grossier, et si lent !!",2024-10-14 21:22:17.362486,0
agadir,Other,"Kaysdo w9tma bghaw ( mchaw itghdaw, 3ndo gharad, ... ) + Service 0 & 0 respect.",2025-03-13 21:22:17.362486,0
agadir,Other,"Je n'aimais pas le concierge. Il était un peu méchant et peu professionnel. A part ça, tout le reste va bien.",2022-03-14 21:22:17.362486,0
agadir,Other,Je pense que vous devriez revoir la façon dont vous traitez vos clients,2023-03-14 21:22:17.362486,0
agadir,Other,Très mauvais service et aucun respect pour les clients,2023-03-14 21:22:17.362486,0
agadir,Other,"Franchement, comparé aux autres banques, la plupart des gens sont mal traités",2022-03-14 21:22:17.362486,1
agadir,Other,Na9sin,2024-06-16 21:22:17.362486,0
agadir,Other,SYSTÈME DIMA TAY7 BZFFF LMRD WLH,2023-03-14 21:22:17.362486,0
agadir,Other,Mes salutations pour un système cassé 😂🔥 …,2025-03-13 21:22:17.362486,1
agadir,Other,Mauvais traitement,2025-03-13 21:22:17.362486,0
agadir,Other,Il y a du deal mais il y a du monde,2023-03-14 21:22:17.362486,1
agadir,Other,Service 0,2025-03-13 21:22:17.362486,0
agadir,Other,Réinitialisation du Makaynch,2022-03-14 21:22:17.362486,0
agadir,Other,excellent,2023-03-14 21:22:17.362486,1
agadir,Other,Aucune organisation,2025-03-13 21:22:17.362486,0
agadir,Other,incroyable,2019-03-15 21:22:17.362486,1
agadir,Other,Bon,2018-03-15 21:22:17.362486,1
agadir,Other,Bien,2017-03-15 21:22:17.363485,1
agadir,Other,Mauvais service.,2020-03-14 21:22:17.363485,0
agadir,Other,Banque CIH 🏦 😍😍😍 …,2020-03-14 21:22:17.363485,1
agadir,Banque Populaire,Nous avons besoin de moyens de communiquer avec l'agence,2025-01-12 21:22:17.363485,1
agadir,Banque Populaire,Les meilleurs stylistes sont très physiques,2024-10-14 21:22:17.363485,1
agadir,Other,Très belle agence .nouvellement ouverte en face de la wilaya. Equipe dynamique professionnelle et surtout à  l'écoute. À recommander,2019-03-15 21:22:17.363485,1
agadir,Other,Équipe performante à recommander,2020-03-14 21:22:17.363485,1
agadir,Other,C'est bon,2023-03-14 21:22:17.363485,1
agadir,Société Générale,Vraiment très bon application,2017-03-15 21:22:17.363485,1
agadir,Société Générale,RAS,2023-03-14 21:22:17.363485,1
agadir,Bank Al-Maghrib,Sérieux. Ouverte en 1996 aprés la fermeture de l'ancienne collée a la royal air Maroc.,2021-03-14 21:22:17.363485,1
agadir,Bank Al-Maghrib,très belle architecture avec un service équivalent à toutes les banques Al-Maghreb du Maroc: excellent,2017-03-15 21:22:17.363485,1
agadir,Bank Al-Maghrib,10/10 🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦 …,2025-03-13 21:22:17.363485,1
agadir,Bank Al-Maghrib,Bien,2025-03-13 21:22:17.363485,1
agadir,Bank Al-Maghrib,"L'homme chargé d'échanger l'argent en mauvais état contre un nouveau est toujours au déjeuner tous les jours, il a mis 1h à l'attendre, il n'est pas revenu (porte 6)",2024-08-15 21:22:17.363485,0
agadir,Bank Al-Maghrib,Nadi,2025-02-20 21:22:17.363485,1
agadir,Bank Al-Maghrib,01/11/2024,2024-11-13 21:22:17.363485,1
agadir,Bank Al-Maghrib,L'aspect extérieur du lieu est parfait,2017-03-15 21:22:17.363485,1
agadir,Bank Al-Maghrib,Administration banque publique almaghrib,2018-03-15 21:22:17.363485,1
agadir,Société Générale,"Une équipe à la hauteur, service irréprochable, je recommande vivement cette agence . Merci a toute l'équipe et sur tout à la dame qui m’a reçu (Miss Mina Ben Rabeh ) elle  était très aimable et très gentille .Je tiens vraiment à la remercier pour sa gentillesse et son professionnalisme . Merci à toute l’équipe de l’agence d’Agadir Dakhal.
Cordialement Miss  khadija B .",2023-03-14 21:22:17.363485,1
agadir,Société Générale,"La pire agence a agadir !!!
Elle ne cesse de se dégrader !
L'incompétence !!! Je ne recommande pas cette agence et encore moins la conseillère qui n'est jamais sure des informations qu'elle communique !!! Bref, décevant !!!!!!!",2023-03-14 21:22:17.363485,0
agadir,Société Générale,BON SERVICE,2023-03-14 21:22:17.363485,1
agadir,BMCE Bank,Bon service. Équipe aimable!,2022-03-14 21:22:17.363485,1
agadir,Bank Al Yousr,"Le service clientèle est merveilleux 🙂🙂.

Mais l'application Alyousr Connect a besoin d'améliorations pour qu'elle puisse être au niveau des autres concurrents. …",2025-03-13 21:22:17.363485,1
agadir,Bank Al Yousr,Non satisfait. Agent n a meme pas voulu m imprimer les simulations demandées,2025-03-13 21:22:17.363485,0
agadir,Bank Al Yousr,"Excellent service, Je recommande vivement.",2025-03-13 21:22:17.363485,1
agadir,Bank Al Yousr,"Bien reçu et bien  servi, remerciements à toute l'equipe, cordialement.",2023-03-14 21:22:17.363485,1
agadir,Bank Al Yousr,"Salamou3aleikoum, conseiller à l'écoute et toujours disponible barakallahoufikoum",2025-03-13 21:22:17.363485,1
agadir,Bank Al Yousr,"Professionnalisme
Disponibilité
Satisfaction",2023-03-14 21:22:17.363485,1
