City,Business Name,Review Text,Stars,TrueTimestamp,Matched Bank
agadir,Attijariwafa Bank,"c'est ma banque et les gens là-bas ne sont pas très qualifiés... ils ne savent pas ce qu'est Paypal, et ils ne savent pas quels différents types de lettre de crédit ils proposent...",1,2017-03-15 21:22:17.361487,Attijariwafa Bank
agadir,Attijariwafa Bank,No review text found,4,2024-08-15 21:22:17.361487,Attijariwafa Bank
agadir,Attijariwafa Bank,No review text found,4,2017-03-15 21:22:17.361487,Attijariwafa Bank
agadir,Attijariwafa Bank,No review text found,5,2017-03-15 21:22:17.361487,Attijariwafa Bank
agadir,Société Générale,Mon compte est toujours bloqué et je suis parle avec plusieurs  personne pour me régler Cette problème mais malheureusement toujours pareil je suis à Paris je téléphone vers le Maroc toujours 50 € pour rien du tout malheureusement c’est horrible,1,2023-03-14 21:22:17.361487,Société Générale
agadir,Société Générale,La localisation n'était pas bonne plus de 600m de decallage  je viens de rectifier pour la famille google maps surtout les gars de la nuits!,1,2025-03-13 21:22:17.361487,Société Générale
agadir,Société Générale,Retrait rejeté et surtout il m'ont débitée la somme éviter les distributeur de  societe générale agadir.  Je n'ai toujours pas été rembourser .c'est une catastrophe .,1,2020-03-14 21:22:17.361487,Société Générale
agadir,Société Générale,Une banque hors service j’attend le code de ma carte depuis 5 mois personne ne repond sur tel c’est catastrophique👎👎👎 …,1,2025-03-13 21:22:17.361487,Société Générale
agadir,Société Générale,"Je vais retirer de l'argent au distributeur et ils retiennent mon visa.
La banque est fermée et je me retrouve sans carte et sans argent.
Si le guichet automatique ne fonctionne pas, ils doivent le fermer afin que vous ne gardiez pas les cartes.
En allant récupérer le mien, j'ai remarqué qu'il y en avait plusieurs provenant d'autres clients.
Le salarié ne fait pas son travail",1,2025-03-13 21:22:17.361487,Société Générale
agadir,Société Générale,Le retrait n’a pas fonctionné mais m’a quand même facturé. Éviter!!!,1,2025-03-13 21:22:17.361487,Société Générale
agadir,Bank of Africa,Ils ne respectent pas les horaires de travail,1,2024-10-14 21:22:17.361487,Bank of Africa
agadir,Bank of Africa,"Le pire accueil jamais vu. Même quand on leur dit Salam oualaykoum ils ne te répondent même pas.
Accueil client 0/5.
Respect et politesse 0/5.",1,2025-03-13 21:22:17.361487,Bank of Africa
agadir,Bank of Africa,Nul,1,2023-03-14 21:22:17.361487,Bank of Africa
agadir,Bank of Africa,L'accueil est super,4,2017-03-15 21:22:17.361487,Bank of Africa
agadir,Bank of Africa,No review text found,4,2025-03-13 21:22:17.361487,Bank of Africa
agadir,Bank of Africa,No review text found,5,2024-10-14 21:22:17.361487,Bank of Africa
agadir,Bank of Africa,No review text found,3,2025-03-13 21:22:17.361487,Bank of Africa
agadir,Bank of Africa,No review text found,1,2017-03-15 21:22:17.361487,Bank of Africa
agadir,Banque Populaire,"Une grosse différence depuis le remplacement de l'ancien manager Boumesmar (un homme professionnel), le manager actuel est en dessous de la moyenne, tout comme toute l'équipe.",1,2025-03-13 21:22:17.361487,Banque Populaire
agadir,Banque Populaire,Bien,4,2018-03-15 21:22:17.361487,Banque Populaire
agadir,Banque Populaire,No review text found,5,2019-03-15 21:22:17.361487,Banque Populaire
agadir,Banque Populaire,No review text found,4,2019-03-15 21:22:17.361487,Banque Populaire
agadir,Other,"Les ATM de cette banque prélèvent des frais alors même que nous refusons la transaction de retrait
. J'ai refusé un retrait contenant des frais de retrait top important, mais ils ont quand même procéder au retrait et aux prélèvement des frais. ATM à éviter !",1,2025-01-12 21:22:17.361487,Other
agadir,Other,"le service est nul, aujourd'hui j'y suis allée à 13h ils m'ont dit qu'ils sont en pause déjeuner, du coup je fais un tour et je reviens à 13:53h il y avait deux clients avant moi, une fois mon tour est arrivé, la dame a quitté son bureau pour aller manger le sécurité m'a demandé encore une fois d'attendre j'ai attendu 1h jusqu'à 14:55h elle n' est pas encore là, moi qui avait 2h de pause je les ai passé dans cette agence sans être servi😤😤😤",1,2025-03-13 21:22:17.361487,Other
agadir,Other,J'ai ouvert un compte début juillet 2020 et j'ai eu une carte de crédit le 21 juillet débitée pour 418 MDA et inutilisable car sans code. Un mois plus tard je n'ai toujours pas reçu le code et il faut attendre pour rien à l'agence pour réclamer.  C'est une agence qui se moque des clients.,1,2021-03-14 21:22:17.361487,Other
agadir,Other,"Vraiment c’est nul
A chaque fois je viens a midi , il mens dis il ya personne a la caisse , la personne en pause  , c’est la 4eme fois",1,2025-03-13 21:22:17.361487,Other
agadir,Other,"Et bien déception et frustration cette fois-ci face au manque de réponse et d'assistance que j'ai reçu de votre service client ou disons de mon « conseiller » Karim serghouchni (CIH bank med 5). Malgré de nombreuses tentatives pour contacter votre banque par téléphone et par e-mail, je n'ai reçu aucune forme d'accusé de réception ou de résolution concernant mes préoccupations.

Je suis un client fidèle de CIH Banque depuis plus de 8 ans, et j'ai toujours apprécié la qualité du service rendu. Cependant, le récent manque de communication m’a laissé le sentiment d’être négligé et sans soutien. En tant que client, je crois que j'ai le droit de recevoir une assistance rapide et satisfaisante lorsque je rencontre des problèmes ou que j'ai des questions, en particulier après avoir signalé au conseiller désigné qui n'a jamais répondu pendant les heures de travail et quand il le fait, il a répondu en dehors des heures de travail, puis il s'est plaint qu'il était censé ne pas répondre puisqu'il n'était pas en service, mais lorsqu'il est en service, il ne répond jamais, ce qui prête à confusion.

J'ai suivi assidûment les voies recommandées pour demander de l'aide, mais mes efforts ont été accueillis par le silence. Cette expérience m'a causé des désagréments importants et m'a laissé incertain quant au statut de mes demandes. J'espère que ce n'est pas le niveau de service que la banque CIH entend offrir à ses précieux clients.

Je vous demande de bien vouloir enquêter sur cette affaire dans les plus brefs délais et de me fournir une explication complète de l'absence de réponse. De plus, je demande l'assurance que les mesures nécessaires seront prises pour rectifier cette situation et améliorer les performances du service client de la banque à l'avenir. Plus précisément, je parle de mon conseiller Karim serghouchni qui travaille au CIH agadir med 5. Il manque littéralement de compétences en communication car il vient de me répondre en audio WhatsApp en disant (ngolik a shrif) ce qui n'est pas près d'être une façon professionnelle de parler aux clients, cela m'a poussé à demander à changer de ville d'agence.

J'apprécierais que vous vous penchiez rapidement sur cette question. Je crois en l'importance d'une communication ouverte et je suis convaincu que vous prendrez les mesures nécessaires pour répondre à mes préoccupations. J'espère obtenir une résolution satisfaisante pour restaurer ma confiance dans l'engagement de la banque CIH en faveur de la satisfaction de ses clients.

20.06.2023",1,2025-03-13 21:22:17.361487,Other
agadir,Other,"A chaque fois que je viens à l'agence, je trouve l'employé me disant que le serveur est en panne..... Mauvais service client",1,2025-03-13 21:22:17.361487,Other
agadir,Other,Banque sûre,5,2023-03-14 21:22:17.361487,Other
agadir,Other,Serviable et pressé,5,2022-03-14 21:22:17.361487,Other
agadir,Other,Mauvais service client,1,2023-03-14 21:22:17.361487,Other
agadir,Other,Mauvais service,1,2023-03-14 21:22:17.361487,Other
agadir,Other,No review text found,1,2024-09-14 21:22:17.361487,Other
agadir,Other,No review text found,5,2025-03-13 21:22:17.361487,Other
agadir,Other,No review text found,1,2023-03-14 21:22:17.361487,Other
agadir,Other,No review text found,4,2022-03-14 21:22:17.361487,Other
agadir,Other,No review text found,5,2020-03-14 21:22:17.361487,Other
agadir,Banque Populaire,Pire agence que vous pouvez visiter,1,2024-04-17 21:22:17.361487,Banque Populaire
agadir,Banque Populaire,"L’agence ne communique pas à 90 pour cent, le téléphone ne fonctionne pas, il n’y a aucune promesse d’accomplir une tâche et il y a un retard important dans l’achèvement des tâches liées à l’agence, comme c’est le cas pour la plupart des agences de la Banque populaire depuis trente ans ou plus. Vous attendez un service d’une administration publique. De manière générale, les comportements en ressources humaines doivent être travaillés.",1,2024-06-16 21:22:17.361487,Banque Populaire
agadir,Banque Populaire,"Absolument surpris, le service client était vraiment bon, Kawtar était très gentil et serviable, le manager était également très gentil et nous a tout expliqué, merci.",5,2024-10-14 21:22:17.361487,Banque Populaire
agadir,Banque Populaire,No review text found,5,2025-01-12 21:22:17.361487,Banque Populaire
agadir,Banque Populaire,No review text found,5,2017-03-15 21:22:17.361487,Banque Populaire
agadir,Al Barid Bank,Personne au guichet attente interminable pour récupérer une carte qui se fait avaler sans raison vraiment médiocre comme service public.....,1,2025-03-13 21:22:17.361487,Al Barid Bank
agadir,Al Barid Bank,Al barid banc agadir Hay senari un très mauvais service personne non accueillant très froid autoritaire beaucoup d’attente pour effectuer un transfert ancien personnel mieux que le nouveau,1,2023-03-14 21:22:17.361487,Al Barid Bank
agadir,Al Barid Bank,Tres mauvaise service de la part des personnels il part pour le déjeuner de 12h a 14h,1,2019-03-15 21:22:17.362486,Al Barid Bank
agadir,Al Barid Bank,👏🏻👏🏻👏🏻 …,5,2022-03-14 21:22:17.362486,Al Barid Bank
agadir,Al Barid Bank,C'est le seul distributeur automatique au Maroc qui ne facture pas de frais lors de l'utilisation de la carte Revolut ! Je conseille!,5,2024-06-16 21:22:17.362486,Al Barid Bank
agadir,Al Barid Bank,"Aujourd'hui, je voulais payer mes impôts Alors, j'ai attendu de nombreuses heures Et j'étais dehors devant un poste bancaire, Alors il est sorti vers nous, un agent de sécurité nous a dit qu'Internet n'existait pas C'est un scandale et une honte

Très mauvais service
Très mauvais service",1,2022-03-14 21:22:17.362486,Al Barid Bank
agadir,Al Barid Bank,très mauvais service,1,2023-03-14 21:22:17.362486,Al Barid Bank
agadir,Al Barid Bank,Labas aussi,3,2019-03-15 21:22:17.362486,Al Barid Bank
agadir,Al Barid Bank,très mauvais service,1,2022-03-14 21:22:17.362486,Al Barid Bank
agadir,Al Barid Bank,Employés incompétents,2,2021-03-14 21:22:17.362486,Al Barid Bank
agadir,Al Barid Bank,Mauvais service,1,2022-03-14 21:22:17.362486,Al Barid Bank
agadir,Al Barid Bank,mauvais,1,2023-03-14 21:22:17.362486,Al Barid Bank
agadir,Al Barid Bank,Très mauvais service,1,2022-03-14 21:22:17.362486,Al Barid Bank
agadir,Al Barid Bank,No review text found,5,2025-03-13 21:22:17.362486,Al Barid Bank
agadir,Al Barid Bank,No review text found,4,2022-03-14 21:22:17.362486,Al Barid Bank
agadir,Al Barid Bank,No review text found,1,2022-03-14 21:22:17.362486,Al Barid Bank
agadir,Al Barid Bank,No review text found,4,2020-03-14 21:22:17.362486,Al Barid Bank
agadir,Al Barid Bank,No review text found,2,2018-03-15 21:22:17.362486,Al Barid Bank
agadir,Société Générale,"Ne répondent jamais au téléphone,  8 appels depuis ce matin...",1,2023-03-14 21:22:17.362486,Société Générale
agadir,Société Générale,"J'essaie de retirer mon argent de mon compte depuis 3 jours. Système en panne, attente interminable, personnel antipathique et qui s'en fiche. Une seule caisse ouverte à tous les clients signifie de longs délais d' attente , alors que 6 personnes restent assises dans des bureaux à se détendre",1,2025-03-13 21:22:17.362486,Société Générale
agadir,Société Générale,No review text found,5,2024-06-16 21:22:17.362486,Société Générale
agadir,Société Générale,No review text found,1,2022-03-14 21:22:17.362486,Société Générale
agadir,Société Générale,"QUELLE ARNAQUE !
Je souhaite clôturer mon compte qui est à 0 dhs et paiement de tous les frais de tenue de compte trimestriels le M. refuse sous prétexte que SI je veux clôturer mon compte je dois payer les frais jusqu'à septembre 2025 un an supplémentaire des frais alors que je ne vais plus l'utiliser! Il veut me faire signer un document stipulant que je bénéficie d'une assurance chez un établissement tierce alors que je ne me suis JAMAIS inscrite à cette assurance. MAIS JE RÊVE !
Cliente depuis plusieurs années je comptais recouvrir un compte après quand j'en aurai besoin mais avec ce chantage et cette arnaque hors de loi PLUS JAMAIS LA SGMB!",1,2025-01-12 21:22:17.362486,Société Générale
agadir,Société Générale,Mauvais service,1,2025-03-13 21:22:17.362486,Société Générale
agadir,Société Générale,No review text found,1,2025-01-12 21:22:17.362486,Société Générale
agadir,Société Générale,No review text found,1,2025-03-13 21:22:17.362486,Société Générale
agadir,Société Générale,"Bjr c est la troisième fois que j' ai un problème au niveau de mon compte et je
voulais contacter ma banque agence agadir talborjt
Ils m'ont jamais répondu via le téléphone fixe parfois on est loin et on voulait régler notre problème par téléphone comme maintenant je me suis surpris d avoir retrouvé sur mon compte un retrait de 3000 dhs que j' ai pas effectué",1,2025-03-13 21:22:17.362486,Société Générale
agadir,Société Générale,Société générale a un service très très décevant ils ne répondent pas aux appels lors d’une réclamation pour ouvrir un compte ils sont toujours présents pour réclamer ils sont toujours absent je ne suis absolument pas satisfaite de leurs services j’ai même fermé mon compte à cause de leur comportement irrespectueux... nul 👎🏽 …,1,2021-03-14 21:22:17.362486,Société Générale
agadir,Société Générale,Je ne vois pas l'intérêt d'avoir un numéro fixe si personne ne réponds jamais!!! C'est decevant et énervant.,1,2023-03-14 21:22:17.362486,Société Générale
agadir,Société Générale,"Mon avis personnel, je ne recommande pas cette banque, leurs services sont en dessous de zéro",1,2023-03-14 21:22:17.362486,Société Générale
agadir,Société Générale,Agence bancaire de la SGMB,3,2017-03-15 21:22:17.362486,Société Générale
agadir,Société Générale,Bon service,4,2020-03-14 21:22:17.362486,Société Générale
agadir,Société Générale,Agence Bancaire de SG MB,4,2017-03-15 21:22:17.362486,Société Générale
agadir,Société Générale,Une banque avec un distributeur dans la zone piétonne,3,2018-03-15 21:22:17.362486,Société Générale
agadir,Société Générale,No review text found,1,2022-03-14 21:22:17.362486,Société Générale
agadir,Société Générale,No review text found,5,2018-03-15 21:22:17.362486,Société Générale
agadir,Crédit Agricole,"Un seul guichet ou ouvert pour 6 personnes à attendre... Après 15 minutes je suis parti ! Une seule personne a été servie, il y en avait encore 3 devant moi.",1,2023-03-14 21:22:17.362486,Crédit Agricole
agadir,Crédit Agricole,40min d'attende sans aucun explication,1,2024-05-17 21:22:17.362486,Crédit Agricole
agadir,Crédit Agricole,"Transféré de compte retardé,?????
Si non j""opte pour changement de banque",1,2023-03-14 21:22:17.362486,Crédit Agricole
agadir,Crédit Agricole,Crédit Du Maroc BV Hassan2 Agadir,3,2018-03-15 21:22:17.362486,Crédit Agricole
agadir,Crédit Agricole,Prêt agricole,3,2021-03-14 21:22:17.362486,Crédit Agricole
agadir,Crédit Agricole,No review text found,5,2024-08-15 21:22:17.362486,Crédit Agricole
agadir,Crédit Agricole,No review text found,1,2025-03-13 21:22:17.362486,Crédit Agricole
agadir,BMCE Bank,"Une banque dans un endroit magnifique, proche du centre... son état intérieur est misérable, il y a peu d'employés et attendre est un devoir national.",3,2019-03-15 21:22:17.362486,BMCE Bank
agadir,BMCE Bank,La transaction ATM s'est déroulée rapidement et sans problèmes,5,2023-03-14 21:22:17.362486,BMCE Bank
agadir,BMCE Bank,No review text found,1,2022-03-14 21:22:17.362486,BMCE Bank
agadir,Other,No review text found,5,2019-03-15 21:22:17.362486,Other
agadir,Bank of Africa,Mauvaise agence ! Caissier qui est disparu des heures pour manger en laissant une dizaine de clients l’attendre,1,2024-08-15 21:22:17.362486,Bank of Africa
agadir,Bank of Africa,"Mauvais service, le guichet est toujours en panne, la pire agence à Agadir c'est ça !",1,2025-03-13 21:22:17.362486,Bank of Africa
agadir,Bank of Africa,Dommage pas de moin étoile. Mauvais service 👎👎👎👎 …,1,2025-03-13 21:22:17.362486,Bank of Africa
agadir,Bank of Africa,Mouvais services ...  la plupart du temps Guichet hors service 😞 …,1,2025-03-13 21:22:17.362486,Bank of Africa
agadir,Bank of Africa,Ni réseau ni service,1,2024-06-16 21:22:17.362486,Bank of Africa
agadir,Bank of Africa,Ils sont indisponible avec mauvais service.,1,2021-03-14 21:22:17.362486,Bank of Africa
agadir,Bank of Africa,Aucune,3,2025-03-13 21:22:17.362486,Bank of Africa
agadir,Bank of Africa,"Ils ne méritent rien de moins qu’une star d’agence inutile
Ils ne se soucient pas des clients
Cela te prend plus d'une heure pour la moindre chose",1,2023-03-14 21:22:17.362486,Bank of Africa
agadir,Bank of Africa,"Très mauvaise banque
n'y va pas !!!!
ce sont de mauvaises personnes !
ils posent juste un problème !
Ne va jamais à la banque",1,2019-03-15 21:22:17.362486,Bank of Africa
agadir,Bank of Africa,Mauvais service et mauvais personnel. Aucune comparaison avec d'autres banques au Maroc,1,2019-03-15 21:22:17.362486,Bank of Africa
agadir,Bank of Africa,Vraiment mauvais service,1,2025-03-13 21:22:17.362486,Bank of Africa
agadir,Bank of Africa,aucun commentaire,1,2025-03-13 21:22:17.362486,Bank of Africa
agadir,Bank of Africa,No review text found,1,2020-03-14 21:22:17.362486,Bank of Africa
agadir,Other,"Agence ou tout le personnel et irresponsable,  le commercial et très très très lent , pas du tout réactif,  le caissier et comme un patron il gueule trop.
Bref une Agence ----------1000%.",1,2024-10-14 21:22:17.362486,Other
agadir,Other,"Je tiens à partager mon expérience avec cet établissement , j'ai dû attendre 3h pour un service très simple. La conseillère a disparu en pause déjeuner pendant 2 heures. L'agent de sécurité très irrespectueux envers les clients, il ferme la porte quand il veut et ne respecte pas les horaires de l'agence. L'agent de la caisse est très irrespectueux et non professionnel et répond en hurlant.
Je suis choqué par le niveau d'incompétence, de désagrément et d'impolitesse que j'ai rencontré dans cette institution.
Si je pouvais, je donnerais même pas une étoile.",1,2025-03-13 21:22:17.362486,Other
agadir,Other,"Je tiens à partager mon expérience récente avec cette agence CIH, et malheureusement, ce n'est pas une expérience positive du tout. Mon mari et moi avons été choqués par le niveau d'incompétence, de désagrément et d'impolitesse que nous avons rencontré dans cette institution.

Les membres du personnel avec lesquels nous avons interagi étaient incroyablement désagréables.

Ce qui nous a particulièrement choqués, c'est le comportement raciste d'un conseiller sénior, qui est censé être un modèle d'intégrité et de professionnalisme. C'est totalement inacceptable en 2023. Nous avons été profondément choqués par cette expérience !!

CIH Banque, vous avez du travail à faire pour améliorer votre service à la clientèle et éliminer tout comportement discriminatoire au sein de votre équipe.",1,2025-03-13 21:22:17.362486,Other
agadir,Other,"Guichet versement automatique toujours en panne .
Agent Sécurité non respectueux.",2,2025-03-13 21:22:17.362486,Other
agadir,Other,"- Les clients ne sont pas du tout respectés et l'heure de fermeture n'est pas respectée
- Je suis arrivé à 3h00 et la sécurité nous a dit d'attendre dehors sans ticket, j'ai attendu avec 8 autres personnes jusqu'à ce qu'ils ferment la banque à 3h45 et quand on s'est plaint de ce mauvais trait le gérant nous a parlé de façon irrespectueuse nous a insulté et nous a claqué la porte au nez
- Je suis client de cette banque depuis 10 ans, et depuis l'arrivée du nouveau directeur de banque, il a causé toute cette corruption, et la relation avec les clients est devenue très mauvaise. Cela s'est produit plusieurs fois.
----
- Customers are not respected at all and closing time is not respected
- I came at 3:00 and security told us to wait outside without a ticket, I waited with 8 other people until they closed the bank at 3:45 and when we complain about this bad trait the manager spoke to us disrespectfully insulted us and slammed the door in our faces
- I have been a customer of this bank for 10 years, and since the new bank manager came, he caused all this corruption, and the relationship with customers has become very bad. This happened many times.",1,2025-03-13 21:22:17.362486,Other
agadir,Other,"Service pourri, service continue sans l’être en réalité. Tous les agents chargés du service client prennent 2 heures de pause dej et s’en foutent des clients qui restent 2 heures entrain d’attendre pour rien.",1,2025-03-13 21:22:17.362486,Other
agadir,Other,"Bonjour très mauvaise agence, ne respecte pas ces clients et même les salairies c est eu qui décident des horaires de fermeture. On m a interdit l accès à 15h30. On me fermant la porte en nez et en m insultant.",1,2022-03-14 21:22:17.362486,Other
agadir,Other,"Je vous déconseille d'ouvrir un compte dans cette banque, si vous avez un problème, tout le monde s'en fout et chaque employé rejette la responsabilité sur l'autre ou sur le siège mère à Casablanca, cela fait 4 mois et plus que mon problème persiste et personne n'a fait aucun effort à me trouver une solution,le chef d'agence m'a dit que les responsables ne lui répondent pas, alors si lui qui est un employé souffre de l'absence de communication de sa banque, est-ce qu'ils vont me répondre en tant que client ???!!! C'est pire que l'administration publique marocaine !!!!!!",1,2023-03-14 21:22:17.362486,Other
agadir,Other,"Personnel irrespectueux, de l'agent de sécurité au responsable de l agence. Vraiment honteux, le conseiller client qui refuse de nous accueillir pour aller prendre une pause !! Aucun respect envers les clients",1,2023-03-14 21:22:17.362486,Other
agadir,Other,Wahd syad tma boulhya ila refuse de me faire un chagement €€€ Dhs j ai pas de CIN J ai mon passeport il m as dit du n importe qoi j espere que ce message arive aux responsable de la CIH si la police frontiere accepte  nos passeport pourqoi lui je pense il as une maladie mentale qoui sal vieux qon les banques voisins ont accepte a me faire le change c est un probleme de CIH ou ce petit qon moi je....,1,2022-03-14 21:22:17.362486,Other
agadir,Other,"Siyed li f la caisse jit ndowaz versement O 3tito passeport galik la khass cin wana daf3ha l police pour renouvellement,gtlih rah passeport c une identité mabghach,ana libghit n3rf wach cih mam3tarfach b passport marocain. Ola dak ssiyed kaydir ligalih rasso hada kayne f agence Hassan 1er agadir",1,2022-03-14 21:22:17.362486,Other
agadir,Other,"Cette banque a connue de meilleurs jours. Trop lents et personnels non qualifiés et volatiles.
Edit: c'est pas un service client qu'ils ont, c'est un service communication.",1,2023-03-14 21:22:17.362486,Other
agadir,Other,"Des gens irrespectueux, un service nul.",1,2023-03-14 21:22:17.362486,Other
agadir,Other,Agent de sécurité irrespectueux !!!,1,2024-06-16 21:22:17.362486,Other
agadir,Other,Service trop Lang en dirai dès tortues,1,2022-03-14 21:22:17.362486,Other
agadir,Other,Beaucoup d'attente,3,2025-03-13 21:22:17.362486,Other
agadir,Other,bien,4,2025-03-13 21:22:17.362486,Other
agadir,Other,Service nul,1,2023-03-14 21:22:17.362486,Other
agadir,Other,Dakhla,5,2020-03-14 21:22:17.362486,Other
agadir,Other,👎👎👎👎👎👎👎 …,1,2024-05-17 21:22:17.362486,Other
agadir,Other,Ila katmchi liha toujours b3d mrat kanbghi khrje floss katsd9 m9to3a compte mn ou makhrjach flwa9i3e katsd9 katsna f chikaya 21 youm,1,2024-10-14 21:22:17.362486,Other
agadir,Other,"Manque de respect. On parle aux clients comme si s’était des mendiant. Conseiller en pause de 2h. Agence vente mal entretenue. Chef d'agence en congé de 8semaines !!!!

Manque de respect. Ils nous parlent avec le plus grand manque de respect, comme si nous étions des mendiants et des clients non payants. Personnel en 2h de pause déjeuner !!! Quand nous demandons le directeur, ils disent qu'il ne reviendra qu'en février (j'y étais le 22 décembre)",1,2023-03-14 21:22:17.362486,Other
agadir,Other,"Retard.
Il n'y a qu'un seul employé. L'agence est toujours bondée.  Services médiocres.
Longue attente, cela prend des heures rien que pour déposer.
Négligence des employés.",1,2025-03-13 21:22:17.362486,Other
agadir,Other,"Malheureusement, cette agence est bondée de clients à longueur de journée. Vous devez attendre deux heures et demie avant que votre tour n'arrive
Les relations du responsable de la sécurité avec les clients étaient professionnelles et excellentes.",3,2025-03-13 21:22:17.362486,Other
agadir,Other,"Si je pouvais donner 0, je le ferais, si irrespectueux et grossier, et si lent !!",1,2024-10-14 21:22:17.362486,Other
agadir,Other,"Kaysdo w9tma bghaw ( mchaw itghdaw, 3ndo gharad, ... ) + Service 0 & 0 respect.",1,2025-03-13 21:22:17.362486,Other
agadir,Other,"Je n'aimais pas le concierge. Il était un peu méchant et peu professionnel. A part ça, tout le reste va bien.",2,2022-03-14 21:22:17.362486,Other
agadir,Other,Je pense que vous devriez revoir la façon dont vous traitez vos clients,2,2023-03-14 21:22:17.362486,Other
agadir,Other,Très mauvais service et aucun respect pour les clients,1,2023-03-14 21:22:17.362486,Other
agadir,Other,"Franchement, comparé aux autres banques, la plupart des gens sont mal traités",5,2022-03-14 21:22:17.362486,Other
agadir,Other,Na9sin,2,2024-06-16 21:22:17.362486,Other
agadir,Other,SYSTÈME DIMA TAY7 BZFFF LMRD WLH,1,2023-03-14 21:22:17.362486,Other
agadir,Other,Mes salutations pour un système cassé 😂🔥 …,5,2025-03-13 21:22:17.362486,Other
